idPartido,EquipoLocal,EquipoVisitante,golesLocal,golesVisitante,Temporada,SCA90_visitante,GCA90_visitante,SCA90_local,GCA90_local,Pases Completados_visitante,Distancia Progresiva de Pase_visitante,Asistencias Esperadas_visitante,Centro al Punto Penal_visitante,Pases Progresivos_visitante,Pases Completados_local,Distancia Progresiva de Pase_local,Asistencias Esperadas_local,Centro al Punto Penal_local,Pases Progresivos_local,Derribos conseguidos_visitante,% Dribladores derribados_visitante,Desafios Perdidos_visitante,Disparos Bloqueados_visitante,Intercepciones_visitante,Errores_visitante,Derribos conseguidos_local,% Dribladores derribados_local,Desafios Perdidos_local,Disparos Bloqueados_local,Intercepciones_local,Errores_local,PSxG-GA/90_visitante,PSxG-GA/90_local
88,Celta Vigo,Atletico de Madrid,0,1,2017-2018,18.45,2.74,21.11,2.71,381.2,2477.4,0.81,0.89,38.4,446.9,2861.7,0.97,2.29,42.0,16.2,44.5,12.4,3.39,13.5,0.11,11.1,39.2,8.89,2.66,13.1,0.26,0.32,-0.25
89,Deportivo de La Coruna,Girona,1,2,2017-2018,20.89,2.32,21.53,1.76,311.7,2385.5,0.92,2.97,32.0,336.4,2450.7,0.92,2.24,38.9,10.6,39.6,9.63,2.21,12.9,0.16,13.2,43.0,10.2,2.97,12.7,0.34,0.05,-0.28
90,Real Sociedad,Espanyol,1,1,2017-2018,19.05,1.58,24.26,2.84,335.6,2378.1,0.74,2.24,33.6,446.7,2804.8,0.94,2.71,42.2,13.2,38.7,11.3,3.05,13.6,0.24,9.84,42.4,8.13,2.39,11.7,0.16,0.19,-0.14
91,Alaves,Valencia,1,2,2017-2018,22.63,3.0,17.5,1.87,376.0,2590.9,0.88,1.97,41.1,255.2,2150.5,0.58,1.63,27.5,12.9,44.7,10.1,2.84,12.1,0.24,12.2,40.3,10.4,3.5,13.1,0.29,0.33,0.04
92,Sevilla,Leganes,2,1,2017-2018,17.84,1.45,24.39,2.37,273.2,2205.0,0.71,1.97,29.2,430.7,2813.7,0.97,1.47,48.0,12.7,46.3,9.84,2.29,15.3,0.24,14.1,43.2,10.2,3.0,10.8,0.45,0.02,-0.14
93,Atletico de Madrid,Villarreal,1,1,2017-2018,21.87,2.5,18.45,2.74,394.6,2691.0,0.84,1.58,38.2,381.2,2477.4,0.81,0.89,38.4,12.3,39.6,11.1,3.45,11.2,0.18,16.2,44.5,12.4,3.39,13.5,0.11,0.02,0.32
94,Athletic Club,Barcelona,0,2,2017-2018,27.24,4.47,19.5,1.79,582.8,3193.0,1.66,0.79,56.6,347.2,2643.5,0.88,2.74,40.0,10.9,41.5,8.5,2.71,11.2,0.26,12.8,40.3,11.6,2.71,12.2,0.24,0.21,0.16
95,Malaga,Celta Vigo,2,1,2017-2018,21.11,2.71,18.08,0.89,446.9,2861.7,0.97,2.29,42.0,300.6,2367.1,0.62,2.55,30.8,11.1,39.2,8.89,2.66,13.1,0.26,13.4,38.5,11.4,2.66,13.1,0.08,-0.25,0.15
96,Girona,Real Madrid,2,1,2017-2018,33.95,4.37,20.89,2.32,551.4,3163.2,1.55,3.21,62.7,311.7,2385.5,0.92,2.97,32.0,12.4,40.6,9.71,2.18,11.2,0.42,10.6,39.6,9.63,2.21,12.9,0.16,0.09,0.05
97,Getafe,Real Sociedad,2,1,2017-2018,24.26,2.84,16.55,1.68,446.7,2804.8,0.94,2.71,42.2,224.5,2019.0,0.67,1.76,28.7,9.84,42.4,8.13,2.39,11.7,0.16,12.9,37.7,12.0,1.82,12.8,0.13,-0.14,0.24
98,Eibar,Levante,2,2,2017-2018,19.16,2.08,21.29,1.89,282.0,2222.0,0.59,2.29,33.8,334.9,2594.6,0.76,3.63,38.6,10.9,38.2,10.2,3.34,12.6,0.24,11.5,42.1,9.34,1.39,14.6,0.24,0.08,0.02
99,Espanyol,Betis,1,0,2017-2018,19.05,2.45,19.05,1.58,472.4,2753.0,0.83,1.68,39.6,335.6,2378.1,0.74,2.24,33.6,11.2,39.7,8.53,2.5,11.2,0.45,13.2,38.7,11.3,3.05,13.6,0.24,-0.24,0.19
100,Las Palmas,Deportivo de La Coruna,1,3,2017-2018,21.53,1.76,19.26,1.08,336.4,2450.7,0.92,2.24,38.9,416.4,2634.8,0.73,1.61,35.1,13.2,43.0,10.2,2.97,12.7,0.34,11.4,41.4,9.97,2.95,13.4,0.55,-0.28,0.02
101,Betis,Getafe,2,2,2017-2018,16.55,1.68,19.05,2.45,224.5,2019.0,0.67,1.76,28.7,472.4,2753.0,0.83,1.68,39.6,12.9,37.7,12.0,1.82,12.8,0.13,11.2,39.7,8.53,2.5,11.2,0.45,0.24,-0.24
102,Alaves,Espanyol,1,0,2017-2018,19.05,1.58,17.5,1.87,335.6,2378.1,0.74,2.24,33.6,255.2,2150.5,0.58,1.63,27.5,13.2,38.7,11.3,3.05,13.6,0.24,12.2,40.3,10.4,3.5,13.1,0.29,0.19,0.04
103,Barcelona,Sevilla,2,1,2017-2018,24.39,2.37,27.24,4.47,430.7,2813.7,0.97,1.47,48.0,582.8,3193.0,1.66,0.79,56.6,14.1,43.2,10.2,3.0,10.8,0.45,10.9,41.5,8.5,2.71,11.2,0.26,-0.14,0.21
104,Deportivo de La Coruna,Atletico de Madrid,0,1,2017-2018,18.45,2.74,21.53,1.76,381.2,2477.4,0.81,0.89,38.4,336.4,2450.7,0.92,2.24,38.9,16.2,44.5,12.4,3.39,13.5,0.11,13.2,43.0,10.2,2.97,12.7,0.34,0.32,-0.28
105,Valencia,Leganes,3,0,2017-2018,17.84,1.45,22.63,3.0,273.2,2205.0,0.71,1.97,29.2,376.0,2590.9,0.88,1.97,41.1,12.7,46.3,9.84,2.29,15.3,0.24,12.9,44.7,10.1,2.84,12.1,0.24,0.02,0.33
106,Real Sociedad,Eibar,3,1,2017-2018,21.29,1.89,24.26,2.84,334.9,2594.6,0.76,3.63,38.6,446.7,2804.8,0.94,2.71,42.2,11.5,42.1,9.34,1.39,14.6,0.24,9.84,42.4,8.13,2.39,11.7,0.16,0.02,-0.14
107,Celta Vigo,Athletic Club,3,1,2017-2018,19.5,1.79,21.11,2.71,347.2,2643.5,0.88,2.74,40.0,446.9,2861.7,0.97,2.29,42.0,12.8,40.3,11.6,2.71,12.2,0.24,11.1,39.2,8.89,2.66,13.1,0.26,0.16,-0.25
108,Levante,Girona,1,2,2017-2018,20.89,2.32,19.16,2.08,311.7,2385.5,0.92,2.97,32.0,282.0,2222.0,0.59,2.29,33.8,10.6,39.6,9.63,2.21,12.9,0.16,10.9,38.2,10.2,3.34,12.6,0.24,0.05,0.08
109,Villarreal,Malaga,2,0,2017-2018,18.08,0.89,21.87,2.5,300.6,2367.1,0.62,2.55,30.8,394.6,2691.0,0.84,1.58,38.2,13.4,38.5,11.4,2.66,13.1,0.08,12.3,39.6,11.1,3.45,11.2,0.18,0.15,0.02
110,Real Madrid,Las Palmas,3,0,2017-2018,19.26,1.08,33.95,4.37,416.4,2634.8,0.73,1.61,35.1,551.4,3163.2,1.55,3.21,62.7,11.4,41.4,9.97,2.95,13.4,0.55,12.4,40.6,9.71,2.18,11.2,0.42,0.02,0.09
111,Girona,Real Sociedad,1,1,2017-2018,24.26,2.84,20.89,2.32,446.7,2804.8,0.94,2.71,42.2,311.7,2385.5,0.92,2.97,32.0,9.84,42.4,8.13,2.39,11.7,0.16,10.6,39.6,9.63,2.21,12.9,0.16,-0.14,0.05
112,Leganes,Barcelona,0,3,2017-2018,27.24,4.47,17.84,1.45,582.8,3193.0,1.66,0.79,56.6,273.2,2205.0,0.71,1.97,29.2,10.9,41.5,8.5,2.71,11.2,0.26,12.7,46.3,9.84,2.29,15.3,0.24,0.21,0.02
113,Sevilla,Celta Vigo,2,1,2017-2018,21.11,2.71,24.39,2.37,446.9,2861.7,0.97,2.29,42.0,430.7,2813.7,0.97,1.47,48.0,11.1,39.2,8.89,2.66,13.1,0.26,14.1,43.2,10.2,3.0,10.8,0.45,-0.25,-0.14
114,Atletico de Madrid,Real Madrid,0,0,2017-2018,33.95,4.37,18.45,2.74,551.4,3163.2,1.55,3.21,62.7,381.2,2477.4,0.81,0.89,38.4,12.4,40.6,9.71,2.18,11.2,0.42,16.2,44.5,12.4,3.39,13.5,0.11,0.09,0.32
115,Getafe,Alaves,4,1,2017-2018,17.5,1.87,16.55,1.68,255.2,2150.5,0.58,1.63,27.5,224.5,2019.0,0.67,1.76,28.7,12.2,40.3,10.4,3.5,13.1,0.29,12.9,37.7,12.0,1.82,12.8,0.13,0.04,0.24
116,Athletic Club,Villarreal,1,1,2017-2018,21.87,2.5,19.5,1.79,394.6,2691.0,0.84,1.58,38.2,347.2,2643.5,0.88,2.74,40.0,12.3,39.6,11.1,3.45,11.2,0.18,12.8,40.3,11.6,2.71,12.2,0.24,0.02,0.16
117,Malaga,Deportivo de La Coruna,3,2,2017-2018,21.53,1.76,18.08,0.89,336.4,2450.7,0.92,2.24,38.9,300.6,2367.1,0.62,2.55,30.8,13.2,43.0,10.2,2.97,12.7,0.34,13.4,38.5,11.4,2.66,13.1,0.08,-0.28,0.15
118,Espanyol,Valencia,0,2,2017-2018,22.63,3.0,19.05,1.58,376.0,2590.9,0.88,1.97,41.1,335.6,2378.1,0.74,2.24,33.6,12.9,44.7,10.1,2.84,12.1,0.24,13.2,38.7,11.3,3.05,13.6,0.24,0.33,0.19
119,Las Palmas,Levante,0,2,2017-2018,19.16,2.08,19.26,1.08,282.0,2222.0,0.59,2.29,33.8,416.4,2634.8,0.73,1.61,35.1,10.9,38.2,10.2,3.34,12.6,0.24,11.4,41.4,9.97,2.95,13.4,0.55,0.08,0.02
120,Eibar,Betis,5,0,2017-2018,19.05,2.45,21.29,1.89,472.4,2753.0,0.83,1.68,39.6,334.9,2594.6,0.76,3.63,38.6,11.2,39.7,8.53,2.5,11.2,0.45,11.5,42.1,9.34,1.39,14.6,0.24,-0.24,0.02
121,Celta Vigo,Leganes,1,0,2017-2018,17.84,1.45,21.11,2.71,273.2,2205.0,0.71,1.97,29.2,446.9,2861.7,0.97,2.29,42.0,12.7,46.3,9.84,2.29,15.3,0.24,11.1,39.2,8.89,2.66,13.1,0.26,0.02,-0.25
122,Levante,Atletico de Madrid,0,5,2017-2018,18.45,2.74,19.16,2.08,381.2,2477.4,0.81,0.89,38.4,282.0,2222.0,0.59,2.29,33.8,16.2,44.5,12.4,3.39,13.5,0.11,10.9,38.2,10.2,3.34,12.6,0.24,0.32,0.08
123,Real Madrid,Malaga,3,2,2017-2018,18.08,0.89,33.95,4.37,300.6,2367.1,0.62,2.55,30.8,551.4,3163.2,1.55,3.21,62.7,13.4,38.5,11.4,2.66,13.1,0.08,12.4,40.6,9.71,2.18,11.2,0.42,0.15,0.09
124,Betis,Girona,2,2,2017-2018,20.89,2.32,19.05,2.45,311.7,2385.5,0.92,2.97,32.0,472.4,2753.0,0.83,1.68,39.6,10.6,39.6,9.63,2.21,12.9,0.16,11.2,39.7,8.53,2.5,11.2,0.45,0.05,-0.24
125,Alaves,Eibar,1,2,2017-2018,21.29,1.89,17.5,1.87,334.9,2594.6,0.76,3.63,38.6,255.2,2150.5,0.58,1.63,27.5,11.5,42.1,9.34,1.39,14.6,0.24,12.2,40.3,10.4,3.5,13.1,0.29,0.02,0.04
126,Villarreal,Sevilla,2,3,2017-2018,24.39,2.37,21.87,2.5,430.7,2813.7,0.97,1.47,48.0,394.6,2691.0,0.84,1.58,38.2,14.1,43.2,10.2,3.0,10.8,0.45,12.3,39.6,11.1,3.45,11.2,0.18,-0.14,0.02
127,Deportivo de La Coruna,Athletic Club,2,2,2017-2018,19.5,1.79,21.53,1.76,347.2,2643.5,0.88,2.74,40.0,336.4,2450.7,0.92,2.24,38.9,12.8,40.3,11.6,2.71,12.2,0.24,13.2,43.0,10.2,2.97,12.7,0.34,0.16,-0.28
128,Valencia,Barcelona,1,1,2017-2018,27.24,4.47,22.63,3.0,582.8,3193.0,1.66,0.79,56.6,376.0,2590.9,0.88,1.97,41.1,10.9,41.5,8.5,2.71,11.2,0.26,12.9,44.7,10.1,2.84,12.1,0.24,0.21,0.33
129,Real Sociedad,Las Palmas,2,2,2017-2018,19.26,1.08,24.26,2.84,416.4,2634.8,0.73,1.61,35.1,446.7,2804.8,0.94,2.71,42.2,11.4,41.4,9.97,2.95,13.4,0.55,9.84,42.4,8.13,2.39,11.7,0.16,0.02,-0.14
130,Espanyol,Getafe,1,0,2017-2018,16.55,1.68,19.05,1.58,224.5,2019.0,0.67,1.76,28.7,335.6,2378.1,0.74,2.24,33.6,12.9,37.7,12.0,1.82,12.8,0.13,13.2,38.7,11.3,3.05,13.6,0.24,0.24,0.19
131,Malaga,Levante,0,0,2017-2018,19.16,2.08,18.08,0.89,282.0,2222.0,0.59,2.29,33.8,300.6,2367.1,0.62,2.55,30.8,10.9,38.2,10.2,3.34,12.6,0.24,13.4,38.5,11.4,2.66,13.1,0.08,0.08,0.15
132,Sevilla,Deportivo de La Coruna,2,0,2017-2018,21.53,1.76,24.39,2.37,336.4,2450.7,0.92,2.24,38.9,430.7,2813.7,0.97,1.47,48.0,13.2,43.0,10.2,2.97,12.7,0.34,14.1,43.2,10.2,3.0,10.8,0.45,-0.28,-0.14
133,Atletico de Madrid,Real Sociedad,2,1,2017-2018,24.26,2.84,18.45,2.74,446.7,2804.8,0.94,2.71,42.2,381.2,2477.4,0.81,0.89,38.4,9.84,42.4,8.13,2.39,11.7,0.16,16.2,44.5,12.4,3.39,13.5,0.11,-0.14,0.32
134,Barcelona,Celta Vigo,2,2,2017-2018,21.11,2.71,27.24,4.47,446.9,2861.7,0.97,2.29,42.0,582.8,3193.0,1.66,0.79,56.6,11.1,39.2,8.89,2.66,13.1,0.26,10.9,41.5,8.5,2.71,11.2,0.26,-0.25,0.21
135,Athletic Club,Real Madrid,0,0,2017-2018,33.95,4.37,19.5,1.79,551.4,3163.2,1.55,3.21,62.7,347.2,2643.5,0.88,2.74,40.0,12.4,40.6,9.71,2.18,11.2,0.42,12.8,40.3,11.6,2.71,12.2,0.24,0.09,0.16
136,Las Palmas,Betis,1,0,2017-2018,19.05,2.45,19.26,1.08,472.4,2753.0,0.83,1.68,39.6,416.4,2634.8,0.73,1.61,35.1,11.2,39.7,8.53,2.5,11.2,0.45,11.4,41.4,9.97,2.95,13.4,0.55,-0.24,0.02
137,Getafe,Valencia,1,0,2017-2018,22.63,3.0,16.55,1.68,376.0,2590.9,0.88,1.97,41.1,224.5,2019.0,0.67,1.76,28.7,12.9,44.7,10.1,2.84,12.1,0.24,12.9,37.7,12.0,1.82,12.8,0.13,0.33,0.24
138,Leganes,Villarreal,3,1,2017-2018,21.87,2.5,17.84,1.45,394.6,2691.0,0.84,1.58,38.2,273.2,2205.0,0.71,1.97,29.2,12.3,39.6,11.1,3.45,11.2,0.18,12.7,46.3,9.84,2.29,15.3,0.24,0.02,0.02
139,Eibar,Espanyol,3,1,2017-2018,19.05,1.58,21.29,1.89,335.6,2378.1,0.74,2.24,33.6,334.9,2594.6,0.76,3.63,38.6,13.2,38.7,11.3,3.05,13.6,0.24,11.5,42.1,9.34,1.39,14.6,0.24,0.19,0.02
140,Girona,Alaves,2,3,2017-2018,17.5,1.87,20.89,2.32,255.2,2150.5,0.58,1.63,27.5,311.7,2385.5,0.92,2.97,32.0,12.2,40.3,10.4,3.5,13.1,0.29,10.6,39.6,9.63,2.21,12.9,0.16,0.04,0.05
141,Alaves,Las Palmas,2,0,2017-2018,19.26,1.08,17.5,1.87,416.4,2634.8,0.73,1.61,35.1,255.2,2150.5,0.58,1.63,27.5,11.4,41.4,9.97,2.95,13.4,0.55,12.2,40.3,10.4,3.5,13.1,0.29,0.02,0.04
142,Deportivo de La Coruna,Leganes,1,0,2017-2018,17.84,1.45,21.53,1.76,273.2,2205.0,0.71,1.97,29.2,336.4,2450.7,0.92,2.24,38.9,12.7,46.3,9.84,2.29,15.3,0.24,13.2,43.0,10.2,2.97,12.7,0.34,0.02,-0.28
143,Valencia,Celta Vigo,2,1,2017-2018,21.11,2.71,22.63,3.0,446.9,2861.7,0.97,2.29,42.0,376.0,2590.9,0.88,1.97,41.1,11.1,39.2,8.89,2.66,13.1,0.26,12.9,44.7,10.1,2.84,12.1,0.24,-0.25,0.33
144,Real Madrid,Sevilla,5,0,2017-2018,24.39,2.37,33.95,4.37,430.7,2813.7,0.97,1.47,48.0,551.4,3163.2,1.55,3.21,62.7,14.1,43.2,10.2,3.0,10.8,0.45,12.4,40.6,9.71,2.18,11.2,0.42,-0.14,0.09
145,Getafe,Eibar,0,0,2017-2018,21.29,1.89,16.55,1.68,334.9,2594.6,0.76,3.63,38.6,224.5,2019.0,0.67,1.76,28.7,11.5,42.1,9.34,1.39,14.6,0.24,12.9,37.7,12.0,1.82,12.8,0.13,0.02,0.24
146,Real Sociedad,Malaga,0,2,2017-2018,18.08,0.89,24.26,2.84,300.6,2367.1,0.62,2.55,30.8,446.7,2804.8,0.94,2.71,42.2,13.4,38.5,11.4,2.66,13.1,0.08,9.84,42.4,8.13,2.39,11.7,0.16,0.15,-0.14
147,Levante,Athletic Club,1,2,2017-2018,19.5,1.79,19.16,2.08,347.2,2643.5,0.88,2.74,40.0,282.0,2222.0,0.59,2.29,33.8,12.8,40.3,11.6,2.71,12.2,0.24,10.9,38.2,10.2,3.34,12.6,0.24,0.16,0.08
148,Villarreal,Barcelona,0,2,2017-2018,27.24,4.47,21.87,2.5,582.8,3193.0,1.66,0.79,56.6,394.6,2691.0,0.84,1.58,38.2,10.9,41.5,8.5,2.71,11.2,0.26,12.3,39.6,11.1,3.45,11.2,0.18,0.21,0.02
149,Betis,Atletico de Madrid,0,1,2017-2018,18.45,2.74,19.05,2.45,381.2,2477.4,0.81,0.89,38.4,472.4,2753.0,0.83,1.68,39.6,16.2,44.5,12.4,3.39,13.5,0.11,11.2,39.7,8.53,2.5,11.2,0.45,0.32,-0.24
150,Espanyol,Girona,0,1,2017-2018,20.89,2.32,19.05,1.58,311.7,2385.5,0.92,2.97,32.0,335.6,2378.1,0.74,2.24,33.6,10.6,39.6,9.63,2.21,12.9,0.16,13.2,38.7,11.3,3.05,13.6,0.24,0.05,0.19
151,Sevilla,Levante,0,0,2017-2018,19.16,2.08,24.39,2.37,282.0,2222.0,0.59,2.29,33.8,430.7,2813.7,0.97,1.47,48.0,10.9,38.2,10.2,3.34,12.6,0.24,14.1,43.2,10.2,3.0,10.8,0.45,0.08,-0.14
152,Eibar,Valencia,2,1,2017-2018,22.63,3.0,21.29,1.89,376.0,2590.9,0.88,1.97,41.1,334.9,2594.6,0.76,3.63,38.6,12.9,44.7,10.1,2.84,12.1,0.24,11.5,42.1,9.34,1.39,14.6,0.24,0.33,0.02
153,Athletic Club,Real Sociedad,0,0,2017-2018,24.26,2.84,19.5,1.79,446.7,2804.8,0.94,2.71,42.2,347.2,2643.5,0.88,2.74,40.0,9.84,42.4,8.13,2.39,11.7,0.16,12.8,40.3,11.6,2.71,12.2,0.24,-0.14,0.16
154,Atletico de Madrid,Alaves,1,0,2017-2018,17.5,1.87,18.45,2.74,255.2,2150.5,0.58,1.63,27.5,381.2,2477.4,0.81,0.89,38.4,12.2,40.3,10.4,3.5,13.1,0.29,16.2,44.5,12.4,3.39,13.5,0.11,0.04,0.32
155,Celta Vigo,Villarreal,0,1,2017-2018,21.87,2.5,21.11,2.71,394.6,2691.0,0.84,1.58,38.2,446.9,2861.7,0.97,2.29,42.0,12.3,39.6,11.1,3.45,11.2,0.18,11.1,39.2,8.89,2.66,13.1,0.26,0.02,-0.25
156,Barcelona,Deportivo de La Coruna,4,0,2017-2018,21.53,1.76,27.24,4.47,336.4,2450.7,0.92,2.24,38.9,582.8,3193.0,1.66,0.79,56.6,13.2,43.0,10.2,2.97,12.7,0.34,10.9,41.5,8.5,2.71,11.2,0.26,-0.28,0.21
157,Las Palmas,Espanyol,2,2,2017-2018,19.05,1.58,19.26,1.08,335.6,2378.1,0.74,2.24,33.6,416.4,2634.8,0.73,1.61,35.1,13.2,38.7,11.3,3.05,13.6,0.24,11.4,41.4,9.97,2.95,13.4,0.55,0.19,0.02
158,Girona,Getafe,1,0,2017-2018,16.55,1.68,20.89,2.32,224.5,2019.0,0.67,1.76,28.7,311.7,2385.5,0.92,2.97,32.0,12.9,37.7,12.0,1.82,12.8,0.13,10.6,39.6,9.63,2.21,12.9,0.16,0.24,0.05
159,Malaga,Betis,0,2,2017-2018,19.05,2.45,18.08,0.89,472.4,2753.0,0.83,1.68,39.6,300.6,2367.1,0.62,2.55,30.8,11.2,39.7,8.53,2.5,11.2,0.45,13.4,38.5,11.4,2.66,13.1,0.08,-0.24,0.15
160,Leganes,Real Madrid,1,3,2017-2018,33.95,4.37,17.84,1.45,551.4,3163.2,1.55,3.21,62.7,273.2,2205.0,0.71,1.97,29.2,12.4,40.6,9.71,2.18,11.2,0.42,12.7,46.3,9.84,2.29,15.3,0.24,0.09,0.02
161,Levante,Leganes,0,0,2017-2018,17.84,1.45,19.16,2.08,273.2,2205.0,0.71,1.97,29.2,282.0,2222.0,0.59,2.29,33.8,12.7,46.3,9.84,2.29,15.3,0.24,10.9,38.2,10.2,3.34,12.6,0.24,0.02,0.08
162,Getafe,Las Palmas,2,0,2017-2018,19.26,1.08,16.55,1.68,416.4,2634.8,0.73,1.61,35.1,224.5,2019.0,0.67,1.76,28.7,11.4,41.4,9.97,2.95,13.4,0.55,12.9,37.7,12.0,1.82,12.8,0.13,0.02,0.24
163,Real Sociedad,Sevilla,3,1,2017-2018,24.39,2.37,24.26,2.84,430.7,2813.7,0.97,1.47,48.0,446.7,2804.8,0.94,2.71,42.2,14.1,43.2,10.2,3.0,10.8,0.45,9.84,42.4,8.13,2.39,11.7,0.16,-0.14,-0.14
164,Eibar,Girona,4,1,2017-2018,20.89,2.32,21.29,1.89,311.7,2385.5,0.92,2.97,32.0,334.9,2594.6,0.76,3.63,38.6,10.6,39.6,9.63,2.21,12.9,0.16,11.5,42.1,9.34,1.39,14.6,0.24,0.05,0.02
165,Alaves,Malaga,1,0,2017-2018,18.08,0.89,17.5,1.87,300.6,2367.1,0.62,2.55,30.8,255.2,2150.5,0.58,1.63,27.5,13.4,38.5,11.4,2.66,13.1,0.08,12.2,40.3,10.4,3.5,13.1,0.29,0.15,0.04
166,Betis,Athletic Club,0,2,2017-2018,19.5,1.79,19.05,2.45,347.2,2643.5,0.88,2.74,40.0,472.4,2753.0,0.83,1.68,39.6,12.8,40.3,11.6,2.71,12.2,0.24,11.2,39.7,8.53,2.5,11.2,0.45,0.16,-0.24
167,Espanyol,Atletico de Madrid,1,0,2017-2018,18.45,2.74,19.05,1.58,381.2,2477.4,0.81,0.89,38.4,335.6,2378.1,0.74,2.24,33.6,16.2,44.5,12.4,3.39,13.5,0.11,13.2,38.7,11.3,3.05,13.6,0.24,0.32,0.19
168,Deportivo de La Coruna,Celta Vigo,1,3,2017-2018,21.11,2.71,21.53,1.76,446.9,2861.7,0.97,2.29,42.0,336.4,2450.7,0.92,2.24,38.9,11.1,39.2,8.89,2.66,13.1,0.26,13.2,43.0,10.2,2.97,12.7,0.34,-0.25,-0.28
169,Valencia,Villarreal,0,1,2017-2018,21.87,2.5,22.63,3.0,394.6,2691.0,0.84,1.58,38.2,376.0,2590.9,0.88,1.97,41.1,12.3,39.6,11.1,3.45,11.2,0.18,12.9,44.7,10.1,2.84,12.1,0.24,0.02,0.33
170,Real Madrid,Barcelona,0,3,2017-2018,27.24,4.47,33.95,4.37,582.8,3193.0,1.66,0.79,56.6,551.4,3163.2,1.55,3.21,62.7,10.9,41.5,8.5,2.71,11.2,0.26,12.4,40.6,9.71,2.18,11.2,0.42,0.21,0.09
171,Las Palmas,Eibar,1,2,2017-2018,21.29,1.89,19.26,1.08,334.9,2594.6,0.76,3.63,38.6,416.4,2634.8,0.73,1.61,35.1,11.5,42.1,9.34,1.39,14.6,0.24,11.4,41.4,9.97,2.95,13.4,0.55,0.02,0.02
172,Valencia,Girona,2,1,2017-2018,20.89,2.32,22.63,3.0,311.7,2385.5,0.92,2.97,32.0,376.0,2590.9,0.88,1.97,41.1,10.6,39.6,9.63,2.21,12.9,0.16,12.9,44.7,10.1,2.84,12.1,0.24,0.05,0.33
173,Sevilla,Betis,3,5,2017-2018,19.05,2.45,24.39,2.37,472.4,2753.0,0.83,1.68,39.6,430.7,2813.7,0.97,1.47,48.0,11.2,39.7,8.53,2.5,11.2,0.45,14.1,43.2,10.2,3.0,10.8,0.45,-0.24,-0.14
174,Atletico de Madrid,Getafe,2,0,2017-2018,16.55,1.68,18.45,2.74,224.5,2019.0,0.67,1.76,28.7,381.2,2477.4,0.81,0.89,38.4,12.9,37.7,12.0,1.82,12.8,0.13,16.2,44.5,12.4,3.39,13.5,0.11,0.24,0.32
175,Barcelona,Levante,3,0,2017-2018,19.16,2.08,27.24,4.47,282.0,2222.0,0.59,2.29,33.8,582.8,3193.0,1.66,0.79,56.6,10.9,38.2,10.2,3.34,12.6,0.24,10.9,41.5,8.5,2.71,11.2,0.26,0.08,0.21
176,Villarreal,Deportivo de La Coruna,1,1,2017-2018,21.53,1.76,21.87,2.5,336.4,2450.7,0.92,2.24,38.9,394.6,2691.0,0.84,1.58,38.2,13.2,43.0,10.2,2.97,12.7,0.34,12.3,39.6,11.1,3.45,11.2,0.18,-0.28,0.02
177,Leganes,Real Sociedad,1,0,2017-2018,24.26,2.84,17.84,1.45,446.7,2804.8,0.94,2.71,42.2,273.2,2205.0,0.71,1.97,29.2,9.84,42.4,8.13,2.39,11.7,0.16,12.7,46.3,9.84,2.29,15.3,0.24,-0.14,0.02
178,Celta Vigo,Real Madrid,2,2,2017-2018,33.95,4.37,21.11,2.71,551.4,3163.2,1.55,3.21,62.7,446.9,2861.7,0.97,2.29,42.0,12.4,40.6,9.71,2.18,11.2,0.42,11.1,39.2,8.89,2.66,13.1,0.26,0.09,-0.25
179,Athletic Club,Alaves,2,0,2017-2018,17.5,1.87,19.5,1.79,255.2,2150.5,0.58,1.63,27.5,347.2,2643.5,0.88,2.74,40.0,12.2,40.3,10.4,3.5,13.1,0.29,12.8,40.3,11.6,2.71,12.2,0.24,0.04,0.16
180,Malaga,Espanyol,0,1,2017-2018,19.05,1.58,18.08,0.89,335.6,2378.1,0.74,2.24,33.6,300.6,2367.1,0.62,2.55,30.8,13.2,38.7,11.3,3.05,13.6,0.24,13.4,38.5,11.4,2.66,13.1,0.08,0.19,0.15
181,Getafe,Malaga,1,0,2017-2018,18.08,0.89,16.55,1.68,300.6,2367.1,0.62,2.55,30.8,224.5,2019.0,0.67,1.76,28.7,13.4,38.5,11.4,2.66,13.1,0.08,12.9,37.7,12.0,1.82,12.8,0.13,0.15,0.24
182,Girona,Las Palmas,6,0,2017-2018,19.26,1.08,20.89,2.32,416.4,2634.8,0.73,1.61,35.1,311.7,2385.5,0.92,2.97,32.0,11.4,41.4,9.97,2.95,13.4,0.55,10.6,39.6,9.63,2.21,12.9,0.16,0.02,0.05
183,Deportivo de La Coruna,Valencia,1,2,2017-2018,22.63,3.0,21.53,1.76,376.0,2590.9,0.88,1.97,41.1,336.4,2450.7,0.92,2.24,38.9,12.9,44.7,10.1,2.84,12.1,0.24,13.2,43.0,10.2,2.97,12.7,0.34,0.33,-0.28
184,Real Madrid,Villarreal,0,1,2017-2018,21.87,2.5,33.95,4.37,394.6,2691.0,0.84,1.58,38.2,551.4,3163.2,1.55,3.21,62.7,12.3,39.6,11.1,3.45,11.2,0.18,12.4,40.6,9.71,2.18,11.2,0.42,0.02,0.09
