idPartido,EquipoLocal,EquipoVisitante,golesLocal,golesVisitante,Temporada,SCA90_visitante,GCA90_visitante,SCA90_local,GCA90_local,Pases Completados_visitante,Distancia Progresiva de Pase_visitante,Asistencias Esperadas_visitante,Centro al Punto Penal_visitante,Pases Progresivos_visitante,Pases Completados_local,Distancia Progresiva de Pase_local,Asistencias Esperadas_local,Centro al Punto Penal_local,Pases Progresivos_local,Derribos conseguidos_visitante,% Dribladores derribados_visitante,Desafios Perdidos_visitante,Disparos Bloqueados_visitante,Intercepciones_visitante,Errores_visitante,Derribos conseguidos_local,% Dribladores derribados_local,Desafios Perdidos_local,Disparos Bloqueados_local,Intercepciones_local,Errores_local,PSxG-GA/90_visitante,PSxG-GA/90_local
1998,Barcelona,Villarreal,3,0,2022-2023,23.26,2.34,27.63,3.29,437.7,2663.1,1.01,1.37,42.7,560.5,3030.0,1.75,2.74,57.4,9.74,50.6,6.95,3.29,6.89,0.42,8.53,45.6,7.13,2.16,6.66,0.45,0.12,0.21
1999,Almeria,Girona,3,2,2022-2023,21.61,2.68,19.95,2.0,398.6,2518.6,0.93,2.39,36.3,319.8,2349.4,0.74,2.13,28.7,8.45,45.9,7.58,2.92,7.0,0.53,8.47,44.9,9.03,3.21,8.47,0.34,0.18,-0.01
2000,Osasuna,Espanyol,1,0,2022-2023,19.34,2.21,20.5,1.82,284.9,2273.7,0.79,2.18,30.2,334.9,2515.7,0.83,3.0,35.7,9.97,50.2,7.87,3.53,8.89,0.24,8.63,45.2,8.47,2.55,8.29,0.26,-0.33,-0.02
2001,Real Madrid,Sevilla,3,1,2022-2023,22.03,2.16,31.42,3.53,404.7,2509.7,0.89,2.5,39.8,581.1,2996.8,1.49,1.32,53.1,9.66,47.5,8.16,3.34,8.92,0.24,9.29,45.8,8.05,2.76,7.79,0.13,-0.04,-0.02
2002,Valencia,Mallorca,1,2,2022-2023,14.82,1.66,22.61,1.63,275.0,2211.5,0.61,1.82,24.9,357.7,2275.4,0.94,2.92,38.7,9.05,48.7,7.84,3.84,8.37,0.18,11.3,48.2,8.79,1.97,7.58,0.55,-0.04,0.0
2003,Rayo Vallecano,Cadiz,5,1,2022-2023,17.45,1.29,23.18,1.82,261.6,2070.4,0.65,2.45,25.5,355.2,2418.4,0.78,2.68,36.6,10.8,47.7,9.24,3.37,7.11,0.34,10.3,42.3,10.1,2.42,8.13,0.29,0.01,-0.08
2004,Valladolid,Real Sociedad,1,0,2022-2023,21.05,2.16,20.84,1.55,403.3,2530.5,0.96,1.71,39.0,332.3,2309.7,0.64,2.42,32.7,10.4,46.5,8.63,2.71,7.13,0.34,10.4,47.1,8.74,3.92,9.08,0.21,0.0,0.02
2005,Girona,Osasuna,1,1,2022-2023,20.5,1.82,21.61,2.68,334.9,2515.7,0.83,3.0,35.7,398.6,2518.6,0.93,2.39,36.3,8.63,45.2,8.47,2.55,8.29,0.26,8.45,45.9,7.58,2.92,7.0,0.53,-0.02,0.18
2006,Barcelona,Athletic Club,4,0,2022-2023,24.87,2.05,27.63,3.29,380.0,2527.3,0.94,2.82,47.8,560.5,3030.0,1.75,2.74,57.4,9.71,50.2,8.42,2.5,8.16,0.37,8.53,45.6,7.13,2.16,6.66,0.45,-0.07,0.21
2007,Betis,Atletico de Madrid,1,2,2022-2023,25.21,3.05,19.5,1.82,442.5,2680.0,1.05,1.79,41.3,386.3,2433.2,0.83,1.42,33.5,10.7,48.8,9.24,2.71,8.0,0.24,11.1,48.2,9.55,2.95,9.58,0.18,0.09,0.1
2008,Espanyol,Elche,2,2,2022-2023,19.11,1.42,19.34,2.21,317.1,2301.6,0.69,2.16,31.5,284.9,2273.7,0.79,2.18,30.2,9.55,46.4,8.5,3.45,8.5,0.34,9.97,50.2,7.87,3.53,8.89,0.24,0.18,-0.33
2009,Villarreal,Almeria,2,1,2022-2023,19.95,2.0,23.26,2.34,319.8,2349.4,0.74,2.13,28.7,437.7,2663.1,1.01,1.37,42.7,8.47,44.9,9.03,3.21,8.47,0.34,9.74,50.6,6.95,3.29,6.89,0.42,-0.01,0.12
2010,Celta Vigo,Getafe,1,1,2022-2023,16.29,1.34,21.55,1.84,255.0,2208.6,0.63,2.47,26.4,386.8,2396.7,0.83,2.03,36.9,8.92,46.0,8.79,2.97,8.42,0.26,10.9,43.6,10.0,2.21,9.68,0.13,0.07,-0.24
2011,Mallorca,Espanyol,1,1,2022-2023,19.34,2.21,14.82,1.66,284.9,2273.7,0.79,2.18,30.2,275.0,2211.5,0.61,1.82,24.9,9.97,50.2,7.87,3.53,8.89,0.24,9.05,48.7,7.84,3.84,8.37,0.18,-0.33,-0.04
2012,Almeria,Celta Vigo,3,1,2022-2023,21.55,1.84,19.95,2.0,386.8,2396.7,0.83,2.03,36.9,319.8,2349.4,0.74,2.13,28.7,10.9,43.6,10.0,2.21,9.68,0.13,8.47,44.9,9.03,3.21,8.47,0.34,-0.24,-0.01
2013,Cadiz,Atletico de Madrid,3,2,2022-2023,25.21,3.05,17.45,1.29,442.5,2680.0,1.05,1.79,41.3,261.6,2070.4,0.65,2.45,25.5,10.7,48.8,9.24,2.71,8.0,0.24,10.8,47.7,9.24,3.37,7.11,0.34,0.09,0.01
2014,Valencia,Barcelona,0,1,2022-2023,27.63,3.29,22.61,1.63,560.5,3030.0,1.75,2.74,57.4,357.7,2275.4,0.94,2.92,38.7,8.53,45.6,7.13,2.16,6.66,0.45,11.3,48.2,8.79,1.97,7.58,0.55,0.21,0.0
2015,Sevilla,Rayo Vallecano,0,1,2022-2023,23.18,1.82,22.03,2.16,355.2,2418.4,0.78,2.68,36.6,404.7,2509.7,0.89,2.5,39.8,10.3,42.3,10.1,2.42,8.13,0.29,9.66,47.5,8.16,3.34,8.92,0.24,-0.08,-0.04
2016,Athletic Club,Villarreal,1,0,2022-2023,23.26,2.34,24.87,2.05,437.7,2663.1,1.01,1.37,42.7,380.0,2527.3,0.94,2.82,47.8,9.74,50.6,6.95,3.29,6.89,0.42,9.71,50.2,8.42,2.5,8.16,0.37,0.12,-0.07
2017,Osasuna,Valladolid,2,0,2022-2023,20.84,1.55,20.5,1.82,332.3,2309.7,0.64,2.42,32.7,334.9,2515.7,0.83,3.0,35.7,10.4,47.1,8.74,3.92,9.08,0.21,8.63,45.2,8.47,2.55,8.29,0.26,0.02,-0.02
2018,Real Sociedad,Betis,0,2,2022-2023,19.5,1.82,21.05,2.16,386.3,2433.2,0.83,1.42,33.5,403.3,2530.5,0.96,1.71,39.0,11.1,48.2,9.55,2.95,9.58,0.18,10.4,46.5,8.63,2.71,7.13,0.34,0.1,0.0
2019,Real Madrid,Girona,1,1,2022-2023,21.61,2.68,31.42,3.53,398.6,2518.6,0.93,2.39,36.3,581.1,2996.8,1.49,1.32,53.1,8.45,45.9,7.58,2.92,7.0,0.53,9.29,45.8,8.05,2.76,7.79,0.13,0.18,-0.02
2020,Elche,Getafe,0,1,2022-2023,16.29,1.34,19.11,1.42,255.0,2208.6,0.63,2.47,26.4,317.1,2301.6,0.69,2.16,31.5,8.92,46.0,8.79,2.97,8.42,0.26,9.55,46.4,8.5,3.45,8.5,0.34,0.07,0.18
2021,Girona,Athletic Club,2,1,2022-2023,24.87,2.05,21.61,2.68,380.0,2527.3,0.94,2.82,47.8,398.6,2518.6,0.93,2.39,36.3,9.71,50.2,8.42,2.5,8.16,0.37,8.45,45.9,7.58,2.92,7.0,0.53,-0.07,0.18
2022,Celta Vigo,Osasuna,1,2,2022-2023,20.5,1.82,21.55,1.84,334.9,2515.7,0.83,3.0,35.7,386.8,2396.7,0.83,2.03,36.9,8.63,45.2,8.47,2.55,8.29,0.26,10.9,43.6,10.0,2.21,9.68,0.13,-0.02,-0.24
2023,Valladolid,Elche,2,1,2022-2023,19.11,1.42,20.84,1.55,317.1,2301.6,0.69,2.16,31.5,332.3,2309.7,0.64,2.42,32.7,9.55,46.4,8.5,3.45,8.5,0.34,10.4,47.1,8.74,3.92,9.08,0.21,0.18,0.02
2024,Getafe,Cadiz,0,0,2022-2023,17.45,1.29,16.29,1.34,261.6,2070.4,0.65,2.45,25.5,255.0,2208.6,0.63,2.47,26.4,10.8,47.7,9.24,3.37,7.11,0.34,8.92,46.0,8.79,2.97,8.42,0.26,0.01,0.07
2025,Barcelona,Almeria,2,0,2022-2023,19.95,2.0,27.63,3.29,319.8,2349.4,0.74,2.13,28.7,560.5,3030.0,1.75,2.74,57.4,8.47,44.9,9.03,3.21,8.47,0.34,8.53,45.6,7.13,2.16,6.66,0.45,-0.01,0.21
2026,Atletico de Madrid,Espanyol,1,1,2022-2023,19.34,2.21,25.21,3.05,284.9,2273.7,0.79,2.18,30.2,442.5,2680.0,1.05,1.79,41.3,9.97,50.2,7.87,3.53,8.89,0.24,10.7,48.8,9.24,2.71,8.0,0.24,-0.33,0.09
2027,Betis,Sevilla,1,1,2022-2023,22.03,2.16,19.5,1.82,404.7,2509.7,0.89,2.5,39.8,386.3,2433.2,0.83,1.42,33.5,9.66,47.5,8.16,3.34,8.92,0.24,11.1,48.2,9.55,2.95,9.58,0.18,-0.04,0.1
2028,Real Sociedad,Valencia,1,1,2022-2023,22.61,1.63,21.05,2.16,357.7,2275.4,0.94,2.92,38.7,403.3,2530.5,0.96,1.71,39.0,11.3,48.2,8.79,1.97,7.58,0.55,10.4,46.5,8.63,2.71,7.13,0.34,0.0,0.0
2029,Villarreal,Mallorca,0,2,2022-2023,14.82,1.66,23.26,2.34,275.0,2211.5,0.61,1.82,24.9,437.7,2663.1,1.01,1.37,42.7,9.05,48.7,7.84,3.84,8.37,0.18,9.74,50.6,6.95,3.29,6.89,0.42,-0.04,0.12
2030,Rayo Vallecano,Real Madrid,3,2,2022-2023,31.42,3.53,23.18,1.82,581.1,2996.8,1.49,1.32,53.1,355.2,2418.4,0.78,2.68,36.6,9.29,45.8,8.05,2.76,7.79,0.13,10.3,42.3,10.1,2.42,8.13,0.29,-0.02,-0.08
2031,Athletic Club,Valladolid,3,0,2022-2023,20.84,1.55,24.87,2.05,332.3,2309.7,0.64,2.42,32.7,380.0,2527.3,0.94,2.82,47.8,10.4,47.1,8.74,3.92,9.08,0.21,9.71,50.2,8.42,2.5,8.16,0.37,0.02,-0.07
2032,Elche,Girona,1,2,2022-2023,21.61,2.68,19.11,1.42,398.6,2518.6,0.93,2.39,36.3,317.1,2301.6,0.69,2.16,31.5,8.45,45.9,7.58,2.92,7.0,0.53,9.55,46.4,8.5,3.45,8.5,0.34,0.18,0.18
2033,Osasuna,Barcelona,1,2,2022-2023,27.63,3.29,20.5,1.82,560.5,3030.0,1.75,2.74,57.4,334.9,2515.7,0.83,3.0,35.7,8.53,45.6,7.13,2.16,6.66,0.45,8.63,45.2,8.47,2.55,8.29,0.26,0.21,-0.02
2034,Espanyol,Villarreal,0,1,2022-2023,23.26,2.34,19.34,2.21,437.7,2663.1,1.01,1.37,42.7,284.9,2273.7,0.79,2.18,30.2,9.74,50.6,6.95,3.29,6.89,0.42,9.97,50.2,7.87,3.53,8.89,0.24,0.12,-0.33
2035,Almeria,Getafe,1,0,2022-2023,16.29,1.34,19.95,2.0,255.0,2208.6,0.63,2.47,26.4,319.8,2349.4,0.74,2.13,28.7,8.92,46.0,8.79,2.97,8.42,0.26,8.47,44.9,9.03,3.21,8.47,0.34,0.07,-0.01
2036,Mallorca,Atletico de Madrid,1,0,2022-2023,25.21,3.05,14.82,1.66,442.5,2680.0,1.05,1.79,41.3,275.0,2211.5,0.61,1.82,24.9,10.7,48.8,9.24,2.71,8.0,0.24,9.05,48.7,7.84,3.84,8.37,0.18,0.09,-0.04
2037,Sevilla,Real Sociedad,1,2,2022-2023,21.05,2.16,22.03,2.16,403.3,2530.5,0.96,1.71,39.0,404.7,2509.7,0.89,2.5,39.8,10.4,46.5,8.63,2.71,7.13,0.34,9.66,47.5,8.16,3.34,8.92,0.24,0.0,-0.04
2038,Valencia,Betis,3,0,2022-2023,19.5,1.82,22.61,1.63,386.3,2433.2,0.83,1.42,33.5,357.7,2275.4,0.94,2.92,38.7,11.1,48.2,9.55,2.95,9.58,0.18,11.3,48.2,8.79,1.97,7.58,0.55,0.1,0.0
2039,Rayo Vallecano,Celta Vigo,0,0,2022-2023,21.55,1.84,23.18,1.82,386.8,2396.7,0.83,2.03,36.9,355.2,2418.4,0.78,2.68,36.6,10.9,43.6,10.0,2.21,9.68,0.13,10.3,42.3,10.1,2.42,8.13,0.29,-0.24,-0.08
2040,Real Madrid,Cadiz,2,1,2022-2023,17.45,1.29,31.42,3.53,261.6,2070.4,0.65,2.45,25.5,581.1,2996.8,1.49,1.32,53.1,10.8,47.7,9.24,3.37,7.11,0.34,9.29,45.8,8.05,2.76,7.79,0.13,0.01,-0.02
2041,Atletico de Madrid,Elche,2,0,2022-2023,19.11,1.42,25.21,3.05,317.1,2301.6,0.69,2.16,31.5,442.5,2680.0,1.05,1.79,41.3,9.55,46.4,8.5,3.45,8.5,0.34,10.7,48.8,9.24,2.71,8.0,0.24,0.18,0.09
2042,Girona,Rayo Vallecano,2,2,2022-2023,23.18,1.82,21.61,2.68,355.2,2418.4,0.78,2.68,36.6,398.6,2518.6,0.93,2.39,36.3,10.3,42.3,10.1,2.42,8.13,0.29,8.45,45.9,7.58,2.92,7.0,0.53,-0.08,0.18
2043,Betis,Athletic Club,0,0,2022-2023,24.87,2.05,19.5,1.82,380.0,2527.3,0.94,2.82,47.8,386.3,2433.2,0.83,1.42,33.5,9.71,50.2,8.42,2.5,8.16,0.37,11.1,48.2,9.55,2.95,9.58,0.18,-0.07,0.1
2044,Celta Vigo,Sevilla,1,1,2022-2023,22.03,2.16,21.55,1.84,404.7,2509.7,0.89,2.5,39.8,386.8,2396.7,0.83,2.03,36.9,9.66,47.5,8.16,3.34,8.92,0.24,10.9,43.6,10.0,2.21,9.68,0.13,-0.04,-0.24
2045,Getafe,Mallorca,2,0,2022-2023,14.82,1.66,16.29,1.34,275.0,2211.5,0.61,1.82,24.9,255.0,2208.6,0.63,2.47,26.4,9.05,48.7,7.84,3.84,8.37,0.18,8.92,46.0,8.79,2.97,8.42,0.26,-0.04,0.07
2046,Valladolid,Real Madrid,0,2,2022-2023,31.42,3.53,20.84,1.55,581.1,2996.8,1.49,1.32,53.1,332.3,2309.7,0.64,2.42,32.7,9.29,45.8,8.05,2.76,7.79,0.13,10.4,47.1,8.74,3.92,9.08,0.21,-0.02,0.02
2047,Cadiz,Almeria,1,1,2022-2023,19.95,2.0,17.45,1.29,319.8,2349.4,0.74,2.13,28.7,261.6,2070.4,0.65,2.45,25.5,8.47,44.9,9.03,3.21,8.47,0.34,10.8,47.7,9.24,3.37,7.11,0.34,-0.01,0.01
2048,Barcelona,Espanyol,1,1,2022-2023,19.34,2.21,27.63,3.29,284.9,2273.7,0.79,2.18,30.2,560.5,3030.0,1.75,2.74,57.4,9.97,50.2,7.87,3.53,8.89,0.24,8.53,45.6,7.13,2.16,6.66,0.45,-0.33,0.21
2049,Real Sociedad,Osasuna,2,0,2022-2023,20.5,1.82,21.05,2.16,334.9,2515.7,0.83,3.0,35.7,403.3,2530.5,0.96,1.71,39.0,8.63,45.2,8.47,2.55,8.29,0.26,10.4,46.5,8.63,2.71,7.13,0.34,-0.02,0.0
2050,Villarreal,Valencia,2,1,2022-2023,22.61,1.63,23.26,2.34,357.7,2275.4,0.94,2.92,38.7,437.7,2663.1,1.01,1.37,42.7,11.3,48.2,8.79,1.97,7.58,0.55,9.74,50.6,6.95,3.29,6.89,0.42,0.0,0.12
2051,Elche,Celta Vigo,0,1,2022-2023,21.55,1.84,19.11,1.42,386.8,2396.7,0.83,2.03,36.9,317.1,2301.6,0.69,2.16,31.5,10.9,43.6,10.0,2.21,9.68,0.13,9.55,46.4,8.5,3.45,8.5,0.34,-0.24,0.18
2052,Valencia,Cadiz,0,1,2022-2023,17.45,1.29,22.61,1.63,261.6,2070.4,0.65,2.45,25.5,357.7,2275.4,0.94,2.92,38.7,10.8,47.7,9.24,3.37,7.11,0.34,11.3,48.2,8.79,1.97,7.58,0.55,0.01,0.0
2053,Mallorca,Valladolid,1,0,2022-2023,20.84,1.55,14.82,1.66,332.3,2309.7,0.64,2.42,32.7,275.0,2211.5,0.61,1.82,24.9,10.4,47.1,8.74,3.92,9.08,0.21,9.05,48.7,7.84,3.84,8.37,0.18,0.02,-0.04
2054,Espanyol,Girona,2,2,2022-2023,21.61,2.68,19.34,2.21,398.6,2518.6,0.93,2.39,36.3,284.9,2273.7,0.79,2.18,30.2,8.45,45.9,7.58,2.92,7.0,0.53,9.97,50.2,7.87,3.53,8.89,0.24,0.18,-0.33
2055,Villarreal,Real Madrid,2,1,2022-2023,31.42,3.53,23.26,2.34,581.1,2996.8,1.49,1.32,53.1,437.7,2663.1,1.01,1.37,42.7,9.29,45.8,8.05,2.76,7.79,0.13,9.74,50.6,6.95,3.29,6.89,0.42,-0.02,0.12
2056,Atletico de Madrid,Barcelona,0,1,2022-2023,27.63,3.29,25.21,3.05,560.5,3030.0,1.75,2.74,57.4,442.5,2680.0,1.05,1.79,41.3,8.53,45.6,7.13,2.16,6.66,0.45,10.7,48.8,9.24,2.71,8.0,0.24,0.21,0.09
2057,Almeria,Real Sociedad,0,2,2022-2023,21.05,2.16,19.95,2.0,403.3,2530.5,0.96,1.71,39.0,319.8,2349.4,0.74,2.13,28.7,10.4,46.5,8.63,2.71,7.13,0.34,8.47,44.9,9.03,3.21,8.47,0.34,0.0,-0.01
2058,Rayo Vallecano,Betis,1,2,2022-2023,19.5,1.82,23.18,1.82,386.3,2433.2,0.83,1.42,33.5,355.2,2418.4,0.78,2.68,36.6,11.1,48.2,9.55,2.95,9.58,0.18,10.3,42.3,10.1,2.42,8.13,0.29,0.1,-0.08
2059,Sevilla,Getafe,2,1,2022-2023,16.29,1.34,22.03,2.16,255.0,2208.6,0.63,2.47,26.4,404.7,2509.7,0.89,2.5,39.8,8.92,46.0,8.79,2.97,8.42,0.26,9.66,47.5,8.16,3.34,8.92,0.24,0.07,-0.04
2060,Athletic Club,Osasuna,0,0,2022-2023,20.5,1.82,24.87,2.05,334.9,2515.7,0.83,3.0,35.7,380.0,2527.3,0.94,2.82,47.8,8.63,45.2,8.47,2.55,8.29,0.26,9.71,50.2,8.42,2.5,8.16,0.37,-0.02,-0.07
2061,Celta Vigo,Villarreal,1,1,2022-2023,23.26,2.34,21.55,1.84,437.7,2663.1,1.01,1.37,42.7,386.8,2396.7,0.83,2.03,36.9,9.74,50.6,6.95,3.29,6.89,0.42,10.9,43.6,10.0,2.21,9.68,0.13,0.12,-0.24
2062,Girona,Sevilla,2,1,2022-2023,22.03,2.16,21.61,2.68,404.7,2509.7,0.89,2.5,39.8,398.6,2518.6,0.93,2.39,36.3,9.66,47.5,8.16,3.34,8.92,0.24,8.45,45.9,7.58,2.92,7.0,0.53,-0.04,0.18
2063,Real Sociedad,Athletic Club,3,1,2022-2023,24.87,2.05,21.05,2.16,380.0,2527.3,0.94,2.82,47.8,403.3,2530.5,0.96,1.71,39.0,9.71,50.2,8.42,2.5,8.16,0.37,10.4,46.5,8.63,2.71,7.13,0.34,-0.07,0.0
2064,Osasuna,Mallorca,1,0,2022-2023,14.82,1.66,20.5,1.82,275.0,2211.5,0.61,1.82,24.9,334.9,2515.7,0.83,3.0,35.7,9.05,48.7,7.84,3.84,8.37,0.18,8.63,45.2,8.47,2.55,8.29,0.26,-0.04,-0.02
2065,Valladolid,Rayo Vallecano,0,1,2022-2023,23.18,1.82,20.84,1.55,355.2,2418.4,0.78,2.68,36.6,332.3,2309.7,0.64,2.42,32.7,10.3,42.3,10.1,2.42,8.13,0.29,10.4,47.1,8.74,3.92,9.08,0.21,-0.08,0.02
2066,Almeria,Atletico de Madrid,1,1,2022-2023,25.21,3.05,19.95,2.0,442.5,2680.0,1.05,1.79,41.3,319.8,2349.4,0.74,2.13,28.7,10.7,48.8,9.24,2.71,8.0,0.24,8.47,44.9,9.03,3.21,8.47,0.34,0.09,-0.01
2067,Getafe,Espanyol,1,2,2022-2023,19.34,2.21,16.29,1.34,284.9,2273.7,0.79,2.18,30.2,255.0,2208.6,0.63,2.47,26.4,9.97,50.2,7.87,3.53,8.89,0.24,8.92,46.0,8.79,2.97,8.42,0.26,-0.33,0.07
2068,Cadiz,Elche,1,1,2022-2023,19.11,1.42,17.45,1.29,317.1,2301.6,0.69,2.16,31.5,261.6,2070.4,0.65,2.45,25.5,9.55,46.4,8.5,3.45,8.5,0.34,10.8,47.7,9.24,3.37,7.11,0.34,0.18,0.01
2069,Betis,Barcelona,1,2,2022-2023,27.63,3.29,19.5,1.82,560.5,3030.0,1.75,2.74,57.4,386.3,2433.2,0.83,1.42,33.5,8.53,45.6,7.13,2.16,6.66,0.45,11.1,48.2,9.55,2.95,9.58,0.18,0.21,0.1
2070,Real Madrid,Valencia,2,0,2022-2023,22.61,1.63,31.42,3.53,357.7,2275.4,0.94,2.92,38.7,581.1,2996.8,1.49,1.32,53.1,11.3,48.2,8.79,1.97,7.58,0.55,9.29,45.8,8.05,2.76,7.79,0.13,0.0,-0.02
2071,Mallorca,Celta Vigo,1,0,2022-2023,21.55,1.84,14.82,1.66,386.8,2396.7,0.83,2.03,36.9,275.0,2211.5,0.61,1.82,24.9,10.9,43.6,10.0,2.21,9.68,0.13,9.05,48.7,7.84,3.84,8.37,0.18,-0.24,-0.04
2072,Atletico de Madrid,Valladolid,3,0,2022-2023,20.84,1.55,25.21,3.05,332.3,2309.7,0.64,2.42,32.7,442.5,2680.0,1.05,1.79,41.3,10.4,47.1,8.74,3.92,9.08,0.21,10.7,48.8,9.24,2.71,8.0,0.24,0.02,0.09
2073,Rayo Vallecano,Real Sociedad,0,2,2022-2023,21.05,2.16,23.18,1.82,403.3,2530.5,0.96,1.71,39.0,355.2,2418.4,0.78,2.68,36.6,10.4,46.5,8.63,2.71,7.13,0.34,10.3,42.3,10.1,2.42,8.13,0.29,0.0,-0.08
2074,Espanyol,Betis,1,0,2022-2023,19.5,1.82,19.34,2.21,386.3,2433.2,0.83,1.42,33.5,284.9,2273.7,0.79,2.18,30.2,11.1,48.2,9.55,2.95,9.58,0.18,9.97,50.2,7.87,3.53,8.89,0.24,0.1,-0.33
2075,Sevilla,Cadiz,1,0,2022-2023,17.45,1.29,22.03,2.16,261.6,2070.4,0.65,2.45,25.5,404.7,2509.7,0.89,2.5,39.8,10.8,47.7,9.24,3.37,7.11,0.34,9.66,47.5,8.16,3.34,8.92,0.24,0.01,-0.04
2076,Athletic Club,Real Madrid,0,2,2022-2023,31.42,3.53,24.87,2.05,581.1,2996.8,1.49,1.32,53.1,380.0,2527.3,0.94,2.82,47.8,9.29,45.8,8.05,2.76,7.79,0.13,9.71,50.2,8.42,2.5,8.16,0.37,-0.02,-0.07
2077,Barcelona,Getafe,1,0,2022-2023,16.29,1.34,27.63,3.29,255.0,2208.6,0.63,2.47,26.4,560.5,3030.0,1.75,2.74,57.4,8.92,46.0,8.79,2.97,8.42,0.26,8.53,45.6,7.13,2.16,6.66,0.45,0.07,0.21
2078,Elche,Osasuna,1,1,2022-2023,20.5,1.82,19.11,1.42,334.9,2515.7,0.83,3.0,35.7,317.1,2301.6,0.69,2.16,31.5,8.63,45.2,8.47,2.55,8.29,0.26,9.55,46.4,8.5,3.45,8.5,0.34,-0.02,0.18
2079,Villarreal,Girona,1,0,2022-2023,21.61,2.68,23.26,2.34,398.6,2518.6,0.93,2.39,36.3,437.7,2663.1,1.01,1.37,42.7,8.45,45.9,7.58,2.92,7.0,0.53,9.74,50.6,6.95,3.29,6.89,0.42,0.18,0.12
2080,Valencia,Almeria,2,2,2022-2023,19.95,2.0,22.61,1.63,319.8,2349.4,0.74,2.13,28.7,357.7,2275.4,0.94,2.92,38.7,8.47,44.9,9.03,3.21,8.47,0.34,11.3,48.2,8.79,1.97,7.58,0.55,-0.01,0.0
2081,Almeria,Espanyol,3,1,2022-2023,19.34,2.21,19.95,2.0,284.9,2273.7,0.79,2.18,30.2,319.8,2349.4,0.74,2.13,28.7,9.97,50.2,7.87,3.53,8.89,0.24,8.47,44.9,9.03,3.21,8.47,0.34,-0.33,-0.01
2082,Cadiz,Mallorca,2,0,2022-2023,14.82,1.66,17.45,1.29,275.0,2211.5,0.61,1.82,24.9,261.6,2070.4,0.65,2.45,25.5,9.05,48.7,7.84,3.84,8.37,0.18,10.8,47.7,9.24,3.37,7.11,0.34,-0.04,0.01
2083,Girona,Barcelona,0,1,2022-2023,27.63,3.29,21.61,2.68,560.5,3030.0,1.75,2.74,57.4,398.6,2518.6,0.93,2.39,36.3,8.53,45.6,7.13,2.16,6.66,0.45,8.45,45.9,7.58,2.92,7.0,0.53,0.21,0.18
2084,Getafe,Betis,0,1,2022-2023,19.5,1.82,16.29,1.34,386.3,2433.2,0.83,1.42,33.5,255.0,2208.6,0.63,2.47,26.4,11.1,48.2,9.55,2.95,9.58,0.18,8.92,46.0,8.79,2.97,8.42,0.26,0.1,0.07
2085,Sevilla,Elche,3,0,2022-2023,19.11,1.42,22.03,2.16,317.1,2301.6,0.69,2.16,31.5,404.7,2509.7,0.89,2.5,39.8,9.55,46.4,8.5,3.45,8.5,0.34,9.66,47.5,8.16,3.34,8.92,0.24,0.18,-0.04
2086,Real Madrid,Real Sociedad,0,0,2022-2023,21.05,2.16,31.42,3.53,403.3,2530.5,0.96,1.71,39.0,581.1,2996.8,1.49,1.32,53.1,10.4,46.5,8.63,2.71,7.13,0.34,9.29,45.8,8.05,2.76,7.79,0.13,0.0,-0.02
2087,Celta Vigo,Athletic Club,1,0,2022-2023,24.87,2.05,21.55,1.84,380.0,2527.3,0.94,2.82,47.8,386.8,2396.7,0.83,2.03,36.9,9.71,50.2,8.42,2.5,8.16,0.37,10.9,43.6,10.0,2.21,9.68,0.13,-0.07,-0.24
2088,Osasuna,Atletico de Madrid,0,1,2022-2023,25.21,3.05,20.5,1.82,442.5,2680.0,1.05,1.79,41.3,334.9,2515.7,0.83,3.0,35.7,10.7,48.8,9.24,2.71,8.0,0.24,8.63,45.2,8.47,2.55,8.29,0.26,0.09,-0.02
2089,Valladolid,Valencia,1,0,2022-2023,22.61,1.63,20.84,1.55,357.7,2275.4,0.94,2.92,38.7,332.3,2309.7,0.64,2.42,32.7,11.3,48.2,8.79,1.97,7.58,0.55,10.4,47.1,8.74,3.92,9.08,0.21,0.0,0.02
2090,Villarreal,Rayo Vallecano,0,1,2022-2023,23.18,1.82,23.26,2.34,355.2,2418.4,0.78,2.68,36.6,437.7,2663.1,1.01,1.37,42.7,10.3,42.3,10.1,2.42,8.13,0.29,9.74,50.6,6.95,3.29,6.89,0.42,-0.08,0.12
2091,Athletic Club,Cadiz,4,1,2022-2023,17.45,1.29,24.87,2.05,261.6,2070.4,0.65,2.45,25.5,380.0,2527.3,0.94,2.82,47.8,10.8,47.7,9.24,3.37,7.11,0.34,9.71,50.2,8.42,2.5,8.16,0.37,0.01,-0.07
2092,Atletico de Madrid,Getafe,1,1,2022-2023,16.29,1.34,25.21,3.05,255.0,2208.6,0.63,2.47,26.4,442.5,2680.0,1.05,1.79,41.3,8.92,46.0,8.79,2.97,8.42,0.26,10.7,48.8,9.24,2.71,8.0,0.24,0.07,0.09
2093,Betis,Celta Vigo,3,4,2022-2023,21.55,1.84,19.5,1.82,386.8,2396.7,0.83,2.03,36.9,386.3,2433.2,0.83,1.42,33.5,10.9,43.6,10.0,2.21,9.68,0.13,11.1,48.2,9.55,2.95,9.58,0.18,-0.24,0.1
2094,Elche,Villarreal,3,1,2022-2023,23.26,2.34,19.11,1.42,437.7,2663.1,1.01,1.37,42.7,317.1,2301.6,0.69,2.16,31.5,9.74,50.6,6.95,3.29,6.89,0.42,9.55,46.4,8.5,3.45,8.5,0.34,0.12,0.18
